,0
51000_WDIR,85.7631118881119
51000_WSPD,6.875
51000_GST,8.57777777777778
51000_WVHT,2.13625
51000_DPD,10.1925
51000_APD,6.721666666666667
51000_MWD,132.04166666666666
51000_PRES,1018.0243055555557
51000_ATMP,23.7909722222222
51000_WTMP,24.98514492753623
51000_DEWP,19.548251748251747
51001_WDIR,86.40714285714286
51001_WSPD,6.414583333333329
51001_GST,8.269444444444446
51001_WVHT,2.1825531914893617
51001_DPD,10.56791666666667
51001_APD,6.929166666666667
51001_MWD,148.29166666666666
51001_PRES,1017.870138888889
51001_ATMP,24.320833333333336
51001_WTMP,25.38466880341886
51001_DEWP,20.7875
51002_WDIR,75.50694444444444
51002_WSPD,7.833333333333335
51002_GST,9.737500000000002
51002_WVHT,2.1566666666666663
51002_DPD,9.507083333333334
51002_APD,6.379583333333333
51002_MWD,101.1911231884058
51002_PRES,1014.6305555555558
51002_ATMP,25.443055555555546
51002_WTMP,25.95267305158614
51002_DEWP,21.699305555555547
51003_WDIR,72.05050505050505
51003_WSPD,6.035416666666666
51003_GST,7.583109779299849
51003_WVHT,1.9970833333333333
51003_DPD,10.073659420289857
51003_APD,6.727083333333333
51003_MWD,128.625
51003_PRES,1015.7097222222226
51003_ATMP,25.428819444444443
51003_WTMP,26.45435606060606
51003_DEWP,21.130902777777777
51004_WDIR,70.95138888888889
51004_WSPD,7.490625000000003
51004_GST,9.29236111111111
51004_WVHT,2.1747916666666662
51004_DPD,9.699375
51004_APD,6.5216666666666665
51004_MWD,97.34057971014491
51004_PRES,1014.539583333333
51004_ATMP,25.040972222222223
51004_WTMP,25.82152777777784
51004_DEWP,21.210763888888884
51101_WDIR,84.59027777777777
51101_WSPD,6.704166666666668
51101_GST,8.441666666666666
51101_WVHT,2.1658333333333326
51101_DPD,10.468333333333334
51101_APD,6.861666666666667
51101_MWD,135.41666666666666
51101_PRES,1018.0625
51101_ATMP,24.19130434782609
51101_WTMP,25.183333333333312
51101_DEWP,21.05277777777777
51213_WVHT,0.9704761904761908
51213_DPD,13.275227272727273
51213_APD,6.761875
51213_MWD,192.15
51213_WTMP,26.685416666666693
klih1_WDIR,73.92405063291139
klih1_WSPD,5.410087719298243
klih1_GST,7.445531914893614
klih1_PRES,1016.3938341092598
klih1_ATMP,24.35230125523011
klih1_WTMP,25.7123628691983
kwhh1_WDIR,181.04166666666663
kwhh1_WSPD,2.3123931623931626
kwhh1_GST,3.167083333333331
kwhh1_PRES,1015.1706896551724
kwhh1_ATMP,25.660085876455838
kwhh1_WTMP,26.783544303797484
